学生ID,性别,父母收入,IQ,父母鼓励,升学计划
3989,男,41470,104,鼓励,计划
3990,女,48870,111,鼓励,不计划
3991,男,72710,135,鼓励,计划
3992,女,54230,109,鼓励,计划
3995,女,72490,117,鼓励,计划
3999,女,37100,75,不鼓励,不计划
4005,男,55100,71,不鼓励,不计划
4007,男,32580,89,鼓励,不计划
4008,女,71830,124,鼓励,计划
4011,男,31320,90,鼓励,不计划
4013,男,46200,91,不鼓励,计划
4015,男,37100,114,不鼓励,计划
4016,男,60500,90,鼓励,计划
4018,男,47300,68,鼓励,计划
4019,男,21500,79,不鼓励,不计划
4021,男,33210,102,鼓励,不计划
4024,男,33200,69,不鼓励,不计划
4026,男,38500,92,不鼓励,计划
4027,女,37080,111,鼓励,不计划
4030,女,55660,119,鼓励,计划
4031,女,29070,91,鼓励,不计划
4032,男,73370,97,鼓励,计划
4034,女,64200,93,不鼓励,不计划
4035,男,34430,116,鼓励,计划
4037,女,42400,94,不鼓励,不计划
4039,女,41040,72,鼓励,不计划
4042,女,70070,97,鼓励,计划
4046,女,42930,106,鼓励,不计划
4048,女,12200,76,不鼓励,不计划
4049,男,26200,90,不鼓励,不计划
4061,男,46530,134,鼓励,计划
4062,男,44280,95,鼓励,不计划
4064,女,44990,108,鼓励,计划
4067,女,41940,136,鼓励,不计划
4070,男,41400,93,鼓励,不计划
4071,男,25800,102,不鼓励,不计划
4072,女,35100,109,不鼓励,不计划
4073,男,40860,91,鼓励,不计划
4074,女,18100,69,不鼓励,不计划
4076,女,22100,98,不鼓励,不计划
4078,男,35300,92,不鼓励,不计划
4079,男,43830,105,鼓励,不计划
4081,男,56540,130,鼓励,计划
4084,女,17800,64,不鼓励,不计划
4085,女,40000,102,不鼓励,不计划
4086,女,57090,134,鼓励,计划
4087,男,42240,104,鼓励,计划
4089,女,79860,116,鼓励,计划
4090,女,50490,120,鼓励,不计划
4091,男,11970,97,鼓励,不计划
4092,女,53790,109,鼓励,计划
4093,男,38800,107,不鼓励,计划
4094,女,57420,94,鼓励,不计划
4096,女,57060,94,鼓励,不计划
4097,男,30100,104,不鼓励,不计划
4098,男,23940,110,鼓励,不计划
4099,男,35700,103,不鼓励,不计划
4102,女,25200,102,不鼓励,不计划
4104,男,27300,82,不鼓励,不计划
4105,男,16500,117,鼓励,计划
4109,女,33400,134,不鼓励,不计划
4112,女,28400,99,不鼓励,不计划
4114,男,9180,93,鼓励,不计划
4115,女,46200,76,不鼓励,不计划
4116,男,25100,86,不鼓励,不计划
4117,女,25100,80,不鼓励,不计划
4122,男,39000,100,不鼓励,不计划
4124,男,44800,90,不鼓励,不计划
4129,女,46530,122,鼓励,不计划
4130,女,22500,61,不鼓励,不计划
4135,女,31050,99,鼓励,不计划
4136,女,52360,96,鼓励,计划
4139,男,44990,104,鼓励,计划
4140,男,41220,99,鼓励,不计划
4142,女,77990,112,鼓励,计划
4145,女,40100,117,不鼓励,不计划
4148,男,42390,81,鼓励,不计划
4151,男,34200,95,不鼓励,不计划
4152,女,69850,106,鼓励,计划
4156,男,51000,70,不鼓励,不计划
4163,男,60400,129,不鼓励,计划
4166,男,41670,131,鼓励,不计划
4167,男,8910,121,鼓励,计划
4170,男,32500,94,不鼓励,不计划
4171,男,71830,79,鼓励,计划
4172,女,46800,98,不鼓励,不计划
4174,女,60940,73,鼓励,计划
4176,女,32600,70,不鼓励,不计划
4177,女,32220,83,鼓励,不计划
4181,女,33000,85,不鼓励,不计划
4183,男,40500,132,不鼓励,不计划
4185,女,46640,99,鼓励,计划
4186,男,39900,108,不鼓励,不计划
4189,女,8370,105,鼓励,不计划
4190,女,43300,67,不鼓励,不计划
4191,男,62150,100,鼓励,计划
4192,男,63540,92,鼓励,不计划
4195,女,82390,86,鼓励,计划
4197,男,54120,108,鼓励,计划
4200,男,42930,95,鼓励,不计划
4202,女,11300,91,不鼓励,不计划
4204,男,5100,91,不鼓励,不计划
4205,女,7300,102,不鼓励,不计划
4207,男,32000,63,不鼓励,不计划
4208,女,46000,98,不鼓励,不计划
4209,女,65010,116,鼓励,计划
4210,女,37800,69,不鼓励,不计划
4211,女,46640,100,鼓励,计划
4212,男,5900,65,不鼓励,不计划
4213,男,40230,111,鼓励,不计划
4214,女,63200,104,不鼓励,计划
4220,女,32800,67,不鼓励,不计划
4221,男,16470,109,鼓励,不计划
4231,男,49830,107,鼓励,计划
4233,女,38610,92,鼓励,不计划
4234,女,67320,119,鼓励,计划
4235,男,79090,123,鼓励,计划
4240,男,35600,108,不鼓励,不计划
4245,女,10500,133,不鼓励,不计划
4246,女,45210,126,鼓励,计划
4252,男,39300,109,不鼓励,不计划
4253,女,17500,114,不鼓励,不计划
4256,女,82060,109,鼓励,计划
4257,男,73300,74,不鼓励,不计划
4259,女,37900,94,不鼓励,计划
4260,女,33600,109,不鼓励,不计划
4261,女,48400,85,鼓励,计划
4262,男,52470,115,鼓励,计划
4263,女,31400,90,不鼓励,不计划
4264,女,37700,107,不鼓励,不计划
4265,女,71280,99,鼓励,计划
4269,男,17300,97,不鼓励,不计划
4272,男,20700,88,不鼓励,不计划
4273,男,62500,68,不鼓励,不计划
4274,男,34470,133,鼓励,不计划
4275,女,16000,106,不鼓励,不计划
4281,男,24100,108,不鼓励,不计划
4282,女,5600,97,不鼓励,不计划
4284,男,5300,79,不鼓励,不计划
4288,男,34400,83,不鼓励,不计划
4289,男,31320,95,鼓励,不计划
4291,女,44100,88,不鼓励,不计划
4295,男,8000,108,不鼓励,不计划
4297,女,25700,72,不鼓励,不计划
4298,男,12500,102,不鼓励,不计划
4299,男,52580,117,鼓励,计划
4301,男,30600,107,鼓励,不计划
4304,女,48200,104,不鼓励,不计划
4307,男,40590,124,鼓励,计划
4308,男,39500,104,不鼓励,不计划
4312,女,21700,96,不鼓励,不计划
4313,女,11700,75,不鼓励,不计划
4314,女,42300,98,鼓励,不计划
4316,男,37840,135,鼓励,计划
4317,女,71700,91,不鼓励,不计划
4320,男,29340,85,鼓励,不计划
4321,女,47300,102,鼓励,计划
4323,男,47700,81,不鼓励,不计划
4329,女,55990,106,鼓励,计划
4332,男,23700,81,不鼓励,不计划
4337,女,34700,100,不鼓励,不计划
4340,女,49300,109,不鼓励,不计划
4342,女,12100,76,不鼓励,不计划
4343,男,40590,119,鼓励,计划
4346,男,58230,93,鼓励,不计划
4347,女,36000,69,不鼓励,不计划
4348,男,82170,102,鼓励,计划
4349,女,29610,99,鼓励,不计划
4351,女,71500,102,不鼓励,不计划
4352,男,52580,113,鼓励,计划
4353,女,73480,136,鼓励,计划
4354,男,54300,110,不鼓励,不计划
4355,女,34300,106,不鼓励,不计划
4357,男,70290,100,鼓励,计划
4359,男,36100,96,不鼓励,不计划
4360,男,59840,120,鼓励,计划
4362,男,39400,91,不鼓励,不计划
4363,男,48700,95,不鼓励,不计划
4364,女,29500,96,不鼓励,不计划
4366,男,44880,109,鼓励,计划
4367,女,74500,137,不鼓励,不计划
4374,男,37000,74,不鼓励,不计划
4375,女,51700,105,不鼓励,计划
4377,女,69300,94,鼓励,计划
4379,女,30420,73,鼓励,不计划
4381,男,81290,103,鼓励,计划
4384,男,47740,78,鼓励,计划
4388,女,45500,91,不鼓励,不计划
4391,男,22000,108,不鼓励,不计划
4394,男,49720,99,鼓励,计划
4395,男,45000,102,不鼓励,不计划
4398,女,73700,110,鼓励,计划
4400,女,18800,79,不鼓励,不计划
4407,女,39060,99,鼓励,不计划
4413,男,23320,137,鼓励,计划
4414,女,75020,114,鼓励,计划
4415,男,56100,101,鼓励,计划
4416,男,13400,134,不鼓励,不计划
4417,男,43200,103,鼓励,不计划
4420,女,6490,131,鼓励,计划
4422,女,21960,93,鼓励,不计划
4424,男,60280,77,鼓励,计划
4427,女,44820,70,鼓励,不计划
4429,男,36500,92,不鼓励,不计划
4432,男,62590,121,鼓励,计划
4433,男,35900,92,不鼓励,不计划
4434,女,44990,91,鼓励,计划
4435,男,34200,105,不鼓励,不计划
4436,女,60060,111,鼓励,计划
4439,男,12980,118,鼓励,计划
4440,女,22300,60,不鼓励,不计划
4441,男,6840,92,鼓励,不计划
4442,男,70200,92,不鼓励,不计划
4446,女,67410,90,鼓励,不计划
4448,女,16400,96,不鼓励,不计划
4449,男,27500,132,不鼓励,不计划
4450,男,14300,95,不鼓励,不计划
4452,女,67210,107,鼓励,计划
4453,女,47300,86,鼓励,计划
4454,女,36800,79,不鼓励,不计划
4456,女,49100,97,不鼓励,不计划
4457,女,40230,74,鼓励,不计划
4458,女,8200,90,不鼓励,不计划
4459,男,45000,67,不鼓励,不计划
4461,女,19890,99,鼓励,不计划
4463,男,17300,66,不鼓励,不计划
4467,男,41600,91,不鼓励,不计划
4468,男,38500,95,不鼓励,不计划
4472,女,42900,122,鼓励,计划
4474,男,47630,137,鼓励,计划
4475,女,62700,124,鼓励,计划
4480,男,24700,68,不鼓励,不计划
4484,男,41250,121,鼓励,计划
4485,男,71060,91,鼓励,计划
4487,女,41360,98,鼓励,计划
4489,男,28300,68,不鼓励,不计划
4491,女,39820,104,鼓励,计划
4492,男,31230,88,鼓励,不计划
4493,男,30420,109,鼓励,不计划
4494,女,33660,96,鼓励,计划
4495,女,25500,91,不鼓励,不计划
4496,男,71000,93,不鼓励,不计划
4497,女,71610,113,鼓励,计划
4498,女,38500,81,不鼓励,不计划
4499,男,33300,65,鼓励,不计划
4502,女,14800,101,不鼓励,不计划
4504,男,67500,125,不鼓励,计划
4508,女,45700,85,不鼓励,不计划
4512,女,20070,129,鼓励,不计划
4517,男,41670,92,鼓励,不计划
4520,男,55260,117,鼓励,不计划
4521,女,79860,92,鼓励,计划
4522,女,18400,61,不鼓励,不计划
4523,女,34100,105,不鼓励,不计划
4525,男,66100,97,不鼓励,不计划
4526,男,13320,138,鼓励,不计划
4529,女,46710,127,鼓励,不计划
4530,女,16900,62,不鼓励,不计划
4531,女,5830,108,鼓励,计划
4533,男,37200,79,不鼓励,不计划
4538,男,37170,91,鼓励,不计划
4541,女,47190,115,鼓励,计划
4542,男,29400,126,不鼓励,不计划
4546,女,30420,93,鼓励,不计划
4548,女,78650,102,鼓励,计划
4552,女,40900,108,不鼓励,不计划
4553,女,36500,103,不鼓励,不计划
4554,男,39050,121,鼓励,计划
4555,男,7560,78,鼓励,不计划
956,男,41800,93,不鼓励,不计划
957,男,39300,140,不鼓励,计划
959,男,48000,91,不鼓励,不计划
960,女,30200,82,不鼓励,不计划
961,男,38060,100,鼓励,计划
962,女,32900,112,不鼓励,不计划
968,男,30800,95,不鼓励,不计划
972,女,5000,108,不鼓励,不计划
975,女,5000,90,不鼓励,不计划
976,男,58630,113,鼓励,计划
977,男,39600,99,不鼓励,不计划
982,女,49700,137,不鼓励,不计划
984,男,48950,108,鼓励,计划
986,男,39420,93,鼓励,不计划
987,女,74580,110,鼓励,计划
989,女,48600,93,不鼓励,不计划
990,男,27800,99,不鼓励,不计划
993,男,38900,92,不鼓励,不计划
995,男,60840,107,鼓励,不计划
997,男,8700,87,不鼓励,不计划
1000,女,33200,101,不鼓励,不计划
1002,女,38900,97,不鼓励,不计划
1007,男,77000,113,鼓励,计划
1008,男,22500,136,不鼓励,不计划
1009,女,6900,90,不鼓励,不计划
1010,男,34200,83,不鼓励,不计划
1011,男,34700,81,不鼓励,不计划
1012,男,18800,93,不鼓励,不计划
1016,女,28400,120,不鼓励,不计划
1017,女,50710,91,鼓励,计划
1018,男,15180,138,鼓励,计划
1020,女,77660,89,鼓励,计划
1021,女,53570,139,鼓励,计划
1024,女,76780,102,鼓励,计划
1025,男,19690,120,鼓励,计划
1028,男,34600,83,不鼓励,不计划
1029,女,18180,89,鼓励,不计划
1030,女,38250,100,鼓励,不计划
1031,女,51920,92,鼓励,计划
1032,女,32670,119,鼓励,计划
1034,女,17900,75,不鼓励,不计划
1036,女,25100,77,不鼓励,不计划
1037,男,24640,90,鼓励,计划
1039,女,57860,102,鼓励,计划
1042,女,33480,93,鼓励,不计划
1043,女,42600,91,不鼓励,不计划
1045,女,31200,100,不鼓励,不计划
1046,男,12900,60,不鼓励,不计划
1047,女,33600,119,不鼓励,不计划
1051,女,56880,137,鼓励,不计划
1052,男,6600,99,不鼓励,不计划
1053,男,49500,111,鼓励,计划
1055,男,33110,91,鼓励,计划
1056,女,46200,107,不鼓励,不计划
1057,男,36270,92,鼓励,不计划
1059,男,61290,132,鼓励,不计划
1060,男,37000,106,不鼓励,不计划
1064,女,46300,104,不鼓励,不计划
1065,男,34870,95,鼓励,计划
1067,男,33400,99,不鼓励,不计划
1070,女,31400,85,不鼓励,不计划
1071,女,73900,92,不鼓励,不计划
1072,女,49300,95,不鼓励,不计划
1076,男,16100,69,不鼓励,不计划
1077,女,49500,71,不鼓励,不计划
1079,女,34000,109,不鼓励,计划
1080,男,47300,109,不鼓励,不计划
1082,男,33210,93,鼓励,不计划
1083,女,60800,100,不鼓励,不计划
1084,男,7920,73,鼓励,不计划
1085,男,27900,81,鼓励,不计划
1086,女,27700,67,不鼓励,不计划
1089,女,48600,117,不鼓励,不计划
1090,男,28890,91,鼓励,不计划
1095,男,16300,99,不鼓励,计划
1097,女,76780,123,鼓励,计划
1098,男,38800,63,不鼓励,不计划
1101,男,35600,105,不鼓励,不计划
1102,女,37400,95,不鼓励,不计划
1105,女,31140,98,鼓励,不计划
1109,男,21500,109,不鼓励,不计划
1110,男,76340,106,鼓励,计划
1111,女,44000,82,鼓励,计划
1112,男,33000,113,不鼓励,不计划
1113,女,66330,104,鼓励,不计划
1114,女,16600,107,不鼓励,不计划
1116,男,33990,128,鼓励,计划
1118,女,40900,61,不鼓励,不计划
1119,女,32000,94,不鼓励,不计划
1123,男,52470,99,鼓励,计划
1124,女,48180,91,鼓励,计划
1126,女,66900,80,不鼓励,不计划
1128,女,41900,103,不鼓励,不计划
1131,男,37300,96,不鼓励,不计划
1134,女,31600,136,不鼓励,不计划
1135,男,66420,96,鼓励,不计划
1139,女,71170,109,鼓励,计划
1142,女,53800,92,不鼓励,不计划
1143,男,23600,86,不鼓励,不计划
1150,女,38790,136,鼓励,不计划
1151,男,17200,108,不鼓励,不计划
1153,男,30700,74,不鼓励,不计划
1154,女,23760,94,鼓励,不计划
1156,女,33200,103,不鼓励,不计划
1157,男,39900,71,不鼓励,不计划
1160,男,48240,92,鼓励,不计划
1166,女,57530,115,鼓励,计划
1168,男,12300,68,不鼓励,不计划
1169,女,23200,106,不鼓励,不计划
1170,女,69850,123,鼓励,计划
1172,女,33750,90,鼓励,不计划
1176,女,48900,90,不鼓励,不计划
1177,女,47200,91,不鼓励,计划
1178,男,74800,103,不鼓励,不计划
1179,女,34200,127,鼓励,不计划
1180,女,56700,101,不鼓励,计划
1183,男,32300,121,不鼓励,计划
1185,男,59840,132,鼓励,计划
1186,女,16560,120,鼓励,不计划
1187,女,66330,128,鼓励,计划
1189,女,44600,94,不鼓励,不计划
1190,女,24100,127,不鼓励,不计划
1191,女,42210,93,鼓励,不计划
1193,男,34290,87,鼓励,不计划
1196,女,32400,89,不鼓励,不计划
1197,男,41470,71,鼓励,计划
1198,女,34650,118,鼓励,计划
1201,女,35800,76,不鼓励,不计划
1204,女,52360,120,鼓励,计划
1207,女,47740,114,鼓励,计划
1208,男,22900,86,不鼓励,不计划
1209,女,38600,99,不鼓励,不计划
1210,女,21400,103,不鼓励,不计划
1211,男,71390,93,鼓励,计划
1213,女,46300,98,不鼓励,不计划
1214,女,55350,92,鼓励,不计划
1215,女,42000,89,不鼓励,不计划
1216,女,5490,81,鼓励,不计划
1217,男,39900,109,不鼓励,不计划
1218,男,21870,88,鼓励,不计划
1219,女,36520,138,鼓励,计划
1222,女,16290,73,鼓励,不计划
1223,女,36100,74,不鼓励,不计划
1224,女,48730,131,鼓励,计划
1226,男,79200,128,鼓励,计划
1227,男,55330,126,鼓励,计划
1228,女,34600,112,不鼓励,计划
1230,女,73150,94,鼓励,计划
1231,男,37620,85,鼓励,不计划
1232,男,16920,98,鼓励,不计划
1235,女,34100,92,不鼓励,不计划
1236,女,41580,107,鼓励,不计划
1237,男,39400,101,不鼓励,不计划
1239,女,48900,92,不鼓励,不计划
1240,女,23200,68,不鼓励,不计划
1243,男,9360,66,鼓励,不计划
1245,女,36900,118,不鼓励,不计划
1248,女,23200,107,不鼓励,不计划
1250,女,31900,88,不鼓励,不计划
1251,女,9200,99,不鼓励,不计划
1255,女,24310,69,鼓励,计划
1256,男,30400,83,不鼓励,不计划
1257,女,62040,121,鼓励,计划
1258,女,24400,120,不鼓励,计划
1261,女,77880,105,鼓励,计划
1270,女,24200,108,不鼓励,不计划
1272,女,16500,127,不鼓励,不计划
1273,女,31900,118,不鼓励,不计划
1276,男,46300,79,不鼓励,不计划
1279,女,50820,111,鼓励,计划
1280,男,9700,99,不鼓励,不计划
1281,女,56800,91,不鼓励,计划
1282,女,38430,90,鼓励,不计划
1283,男,33330,131,鼓励,计划
1288,女,45540,114,鼓励,不计划
1291,男,33660,92,鼓励,计划
1292,女,43000,61,不鼓励,不计划
1295,男,27610,131,鼓励,计划
1296,女,42460,102,鼓励,计划
1297,男,52800,120,鼓励,计划
1298,男,74250,108,鼓励,计划
1299,男,14490,84,鼓励,不计划
1300,女,11600,104,不鼓励,不计划
1302,男,14800,92,不鼓励,不计划
1304,女,65450,132,鼓励,计划
1305,女,63270,139,鼓励,不计划
1306,女,67100,93,鼓励,计划
1310,男,41580,110,鼓励,计划
1311,女,47700,123,鼓励,不计划
1313,男,73590,134,鼓励,计划
1314,男,38520,114,鼓励,不计划
1315,男,73480,97,鼓励,计划
1316,女,68200,138,不鼓励,不计划
1319,男,33030,107,鼓励,不计划
1321,男,39200,94,不鼓励,不计划
1322,男,16700,129,不鼓励,不计划
1324,男,61100,82,不鼓励,不计划
1325,女,14700,96,不鼓励,不计划
1328,女,58900,103,不鼓励,不计划
1329,女,62370,136,鼓励,不计划
1331,男,37800,97,不鼓励,不计划
1333,女,26300,72,不鼓励,不计划
1335,男,17300,93,不鼓励,不计划
1336,女,45800,72,不鼓励,不计划
1339,男,11100,70,不鼓励,不计划
1342,男,56210,131,鼓励,计划
1343,女,80740,105,鼓励,计划
1345,女,34920,103,鼓励,不计划
1346,男,35550,128,鼓励,不计划
1348,男,48400,108,不鼓励,不计划
1349,男,42100,77,不鼓励,不计划
1350,女,61100,118,不鼓励,不计划
1352,男,31300,109,不鼓励,不计划
1353,男,45900,91,不鼓励,不计划
1355,男,19800,104,不鼓励,不计划
1358,女,15600,99,不鼓励,不计划
1359,女,12600,84,不鼓励,不计划
1360,女,30400,134,不鼓励,不计划
1362,女,9900,110,不鼓励,不计划
1363,男,23200,121,不鼓励,不计划
1365,女,32600,105,不鼓励,不计划
1367,男,45210,106,鼓励,计划
1369,女,33900,107,不鼓励,不计划
1371,女,9400,98,不鼓励,不计划
1372,男,31900,94,不鼓励,计划
1375,男,54340,104,鼓励,计划
1376,女,40810,125,鼓励,计划
1377,女,53000,112,不鼓励,不计划
1378,男,15700,107,不鼓励,计划
1379,女,59600,107,不鼓励,不计划
1383,男,39510,71,鼓励,不计划
1384,男,37980,105,鼓励,不计划
1385,女,21600,109,不鼓励,不计划
1386,男,40040,117,鼓励,计划
1387,女,52290,121,鼓励,不计划
1391,女,36630,94,鼓励,不计划
1392,女,53900,101,鼓励,计划
1393,女,10200,97,不鼓励,不计划
1394,女,19200,64,不鼓励,不计划
1395,女,71900,91,不鼓励,不计划
1398,男,46800,90,不鼓励,不计划
1399,男,33930,64,鼓励,不计划
1400,男,43670,115,鼓励,计划
1401,男,58190,135,鼓励,计划
1402,男,71060,84,鼓励,计划
1403,男,39000,72,不鼓励,不计划
1404,女,11400,106,不鼓励,不计划
1405,女,61740,119,鼓励,不计划
1406,男,48330,117,鼓励,不计划
1409,男,50600,107,不鼓励,不计划
1412,女,22400,94,不鼓励,不计划
1413,男,6380,124,鼓励,计划
1417,女,35400,113,不鼓励,不计划
1418,男,67870,109,鼓励,计划
1419,女,67410,75,鼓励,不计划
1422,男,34100,91,不鼓励,不计划
1428,男,54900,121,鼓励,不计划
1432,男,18630,99,鼓励,不计划
1434,女,19000,78,不鼓励,不计划
1435,女,42390,80,鼓励,不计划
1438,女,32000,95,不鼓励,不计划
1441,女,56980,77,鼓励,计划
1443,女,40680,87,鼓励,不计划
1445,男,41910,107,鼓励,计划
1448,女,39300,100,不鼓励,不计划
1449,女,66330,90,鼓励,计划
1450,男,46300,84,不鼓励,不计划
1451,女,9900,101,不鼓励,不计划
1454,女,38200,87,不鼓励,不计划
1461,男,28440,105,鼓励,不计划
1464,男,27360,110,鼓励,不计划
1466,男,43200,112,不鼓励,不计划
1469,男,33500,65,不鼓励,不计划
1470,女,43900,95,不鼓励,不计划
1471,男,37700,93,不鼓励,不计划
1473,男,41800,70,不鼓励,不计划
1475,女,44200,106,不鼓励,不计划
1482,女,27000,106,不鼓励,不计划
1483,女,11600,72,不鼓励,不计划
1484,男,42400,100,不鼓励,不计划
1486,女,35000,101,不鼓励,不计划
1487,男,48950,110,鼓励,计划
1490,男,42390,93,鼓励,不计划
1493,男,47190,118,鼓励,计划
1494,男,62370,116,鼓励,计划
1495,女,31410,132,鼓励,不计划
1501,男,45900,63,不鼓励,不计划
1506,女,49600,93,不鼓励,不计划
1507,女,46000,109,不鼓励,计划
1508,男,39870,97,鼓励,不计划
1511,男,21700,95,不鼓励,不计划
1512,男,45800,98,不鼓励,不计划
1514,女,33300,128,不鼓励,计划
1515,男,23900,108,不鼓励,不计划
1516,女,52140,68,鼓励,计划
1521,女,65890,126,鼓励,计划
1526,女,19600,122,不鼓励,不计划
1527,女,46600,121,不鼓励,不计划
1528,男,29250,92,鼓励,不计划
1531,男,38520,119,鼓励,不计划
1534,男,42900,119,不鼓励,不计划
1535,男,28620,75,鼓励,不计划
1538,女,74400,63,不鼓励,不计划
1539,女,48060,98,鼓励,不计划
1540,男,66660,129,鼓励,计划
1541,女,35700,99,不鼓励,不计划
1542,女,43800,87,不鼓励,不计划
1543,女,26400,100,不鼓励,不计划
1546,女,47900,106,不鼓励,不计划
1547,男,16900,93,不鼓励,不计划
1548,女,33330,124,鼓励,计划
1552,女,31410,97,鼓励,不计划
1553,男,10200,96,不鼓励,计划
1558,男,6840,90,鼓励,不计划
1559,女,51920,92,鼓励,计划
1563,女,39060,98,鼓励,不计划
1565,男,38060,104,鼓励,计划
1566,男,34600,73,不鼓励,不计划
1568,男,39490,94,鼓励,计划
1569,男,48100,100,不鼓励,不计划
1570,男,32300,81,不鼓励,不计划
1571,男,14000,67,不鼓励,不计划
1572,男,11800,93,不鼓励,不计划
1574,女,55770,105,鼓励,计划
1575,男,39710,110,鼓励,计划
1576,女,72600,132,鼓励,计划
1577,女,48600,102,不鼓励,不计划
1578,男,40050,138,鼓励,不计划
1579,女,37700,94,不鼓励,不计划
1584,女,77550,110,鼓励,计划
1587,女,41910,108,鼓励,计划
1589,男,37900,68,不鼓励,不计划
1591,男,28300,102,不鼓励,不计划
1592,女,39900,86,不鼓励,不计划
1596,男,36360,104,鼓励,不计划
1599,女,50400,86,不鼓励,不计划
1601,男,45650,138,鼓励,计划
1602,女,12600,86,不鼓励,不计划
1603,女,82280,111,鼓励,计划
1604,男,51480,110,鼓励,计划
1606,女,28600,89,不鼓励,不计划
1607,男,49060,116,鼓励,计划
1612,女,31300,76,不鼓励,不计划
1614,男,61830,94,鼓励,不计划
1615,男,5400,72,不鼓励,不计划
1616,女,44550,92,鼓励,计划
1618,男,43740,87,鼓励,不计划
1619,男,41500,90,不鼓励,不计划
1620,男,38160,103,鼓励,不计划
1621,女,5500,102,不鼓励,不计划
1622,女,27300,62,不鼓励,不计划
1626,男,35370,135,鼓励,不计划
1627,男,37070,102,鼓励,计划
1628,男,42200,100,不鼓励,不计划
1629,女,38610,105,鼓励,不计划
1630,女,65450,126,鼓励,计划
1639,男,17700,88,不鼓励,不计划
1644,女,7200,86,不鼓励,不计划
1646,男,52200,91,鼓励,不计划
1649,女,24300,88,不鼓励,不计划
1651,女,30200,63,不鼓励,不计划
1652,男,41900,95,不鼓励,不计划
1657,男,58500,106,鼓励,不计划
1658,女,8700,122,不鼓励,不计划
1661,女,20000,133,不鼓励,不计划
1664,男,31500,111,不鼓励,不计划
1665,女,44200,92,不鼓励,不计划
1666,女,53640,109,鼓励,不计划
1667,男,36500,97,不鼓励,不计划
1668,男,27600,76,不鼓励,不计划
1670,女,29900,131,不鼓励,不计划
1672,男,19300,96,不鼓励,不计划
1676,女,35500,100,不鼓励,不计划
1677,女,29800,80,不鼓励,不计划
1678,女,64570,105,鼓励,计划
1680,男,61920,83,鼓励,不计划
1681,女,48000,96,不鼓励,不计划
1684,女,11520,100,鼓励,不计划
1685,女,14400,67,不鼓励,不计划
1686,女,44330,117,鼓励,计划
1689,女,48800,78,不鼓励,不计划
1690,男,39700,96,不鼓励,不计划
1692,男,21510,131,鼓励,不计划
1695,女,35200,104,不鼓励,不计划
1699,女,72490,122,鼓励,计划
1700,女,39270,99,鼓励,计划
1705,男,33840,132,鼓励,不计划
1707,男,46200,106,鼓励,计划
1709,男,41940,98,鼓励,不计划
1711,女,14300,107,不鼓励,不计划
1712,女,56870,117,鼓励,计划
1713,女,28700,100,不鼓励,不计划
1714,男,42130,123,鼓励,计划
1715,女,25500,88,不鼓励,不计划
1719,女,29300,92,不鼓励,不计划
1720,男,56320,114,鼓励,计划
1721,女,42200,94,不鼓励,不计划
1724,女,42900,91,不鼓励,不计划
1725,男,36270,100,鼓励,不计划
1729,女,70400,92,鼓励,计划
1730,女,57420,74,鼓励,不计划
1731,女,58300,96,不鼓励,不计划
1733,男,75350,128,鼓励,计划
1738,男,17300,101,不鼓励,不计划
1739,女,44000,88,不鼓励,不计划
1741,男,30400,110,不鼓励,不计划
1742,女,66150,102,鼓励,不计划
1743,女,61050,107,鼓励,计划
1746,男,18180,106,鼓励,不计划
1747,男,26700,98,不鼓励,不计划
1749,女,39500,64,不鼓励,不计划
1750,女,51370,140,鼓励,计划
1752,男,35200,99,不鼓励,不计划
1756,女,7500,103,不鼓励,不计划
1757,女,53350,107,鼓励,计划
1758,女,77330,123,鼓励,计划
1760,女,47600,95,不鼓励,不计划
1763,男,58770,105,鼓励,不计划
1767,男,58050,79,鼓励,不计划
1770,女,40400,70,不鼓励,计划
1771,男,42400,80,不鼓励,不计划
1772,女,48300,100,不鼓励,不计划
1773,女,39100,67,不鼓励,不计划
1774,男,34700,76,不鼓励,不计划
1779,女,69630,112,鼓励,计划
1781,男,78760,135,鼓励,计划
1782,女,44190,98,鼓励,不计划
1784,女,16800,91,不鼓励,不计划
1786,男,34290,103,鼓励,不计划
1787,女,21800,105,不鼓励,不计划
1789,女,26550,109,鼓励,不计划
1790,女,56980,135,鼓励,计划
1791,男,48290,105,鼓励,计划
1793,男,39100,95,不鼓励,不计划
1795,男,14600,72,不鼓励,不计划
1796,男,37070,102,鼓励,计划
1807,女,14500,102,不鼓励,不计划
1808,男,38160,61,鼓励,不计划
1811,男,36700,70,不鼓励,不计划
1813,女,60060,121,鼓励,计划
1814,女,40590,91,鼓励,不计划
1816,男,8820,93,鼓励,不计划
1817,女,38900,116,不鼓励,不计划
1819,女,10260,97,鼓励,不计划
1820,男,47080,104,鼓励,计划
1821,女,49600,62,不鼓励,计划
1823,男,59670,104,鼓励,不计划
1825,男,82390,92,鼓励,计划
1827,男,6400,108,不鼓励,不计划
1828,男,31100,89,不鼓励,不计划
1829,女,77330,136,鼓励,计划
1831,男,52030,124,鼓励,计划
1833,女,34020,90,鼓励,不计划
1836,男,49280,108,鼓励,计划
1840,女,45100,63,不鼓励,不计划
1841,女,42200,101,不鼓励,不计划
1843,男,34800,121,不鼓励,计划
1845,男,52690,134,鼓励,计划
1847,男,31600,106,不鼓励,不计划
